subject_id,item_id,counterbalance,condition,audience_group,shared.tangram,unique.tangram,response.unique
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one social,blue,D,B,unique
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one refer,red,D,C,unique
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,blue,A,B,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one refer,red,A,B,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one refer,blue,H,B,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,red,H,B,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one social,blue,A,B,unique
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,red,D,C,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one refer,red,H,C,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,blue,A,L,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one refer,blue,A,C,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,blue,D,C,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,red,A,B,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,red,H,C,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,blue,A,C,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,red,D,L,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,either refer,red,H,L,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one social,red,D,L,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one social,blue,D,C,shared
d74541aa-043b-447a-93de-b731851dd4fd,0,b,one social,blue,H,L,shared
