subject_id,item_id,counterbalance,trial_num,selected_tangram_group,written_label,max_blue_sim,max_red_sim,mean_blue_sim,mean_red_sim
664c9b0ad734c7bd6e1144bb,1,a,46,red_specific,bunny,0.5197998285293579,0.41222137212753296,0.16181982029229403,0.1971949259750545
664c9b0ad734c7bd6e1144bb,1,a,50,blue_specific,princess kneeling,0.5485997200012207,0.252665638923645,0.2316311076283455,0.1546993711963296
664c9b0ad734c7bd6e1144bb,1,a,52,red_specific,Ninja turtle,0.3414802849292755,0.3809770345687866,0.16378108598291874,0.16824838076718152
60fd6618f9a377f54dcdf318,0,b,1,blue_specific,man standing on one foot with leg at 90 degrees,0.48394882678985596,0.17631378769874573,0.18031950644217432,0.03419854084495455
60fd6618f9a377f54dcdf318,0,b,3,red_specific,man waving both arms,0.42175766825675964,0.2781699299812317,0.1269612880423665,0.1050478700781241
60fd6618f9a377f54dcdf318,0,b,7,red_specific,man waving arms,0.4296187162399292,0.30439698696136475,0.1375448175240308,0.10998319054488093
60fd6618f9a377f54dcdf318,0,b,17,red_specific,waving arms,0.5359360575675964,0.33259934186935425,0.1868413097690791,0.15209871204569936
60fd6618f9a377f54dcdf318,0,b,21,red_specific,waving arms,0.5359360575675964,0.33259934186935425,0.1868413097690791,0.15209871204569936
60fd6618f9a377f54dcdf318,0,b,29,red_specific,dog looking one,0.27840644121170044,0.3060178756713867,0.08994746278040111,0.12125377170741558
60fd6618f9a377f54dcdf318,0,b,30,red_specific,waving arms,0.5359360575675964,0.33259934186935425,0.1868413097690791,0.15209871204569936
60fd6618f9a377f54dcdf318,0,b,32,red_specific,dog looking one,0.27840644121170044,0.3060178756713867,0.08994746278040111,0.12125377170741558
60fd6618f9a377f54dcdf318,0,b,33,red_specific,waving arms,0.5359360575675964,0.33259934186935425,0.1868413097690791,0.15209871204569936
60fd6618f9a377f54dcdf318,0,b,41,red_specific,waving arms,0.5359360575675964,0.33259934186935425,0.1868413097690791,0.15209871204569936
60fd6618f9a377f54dcdf318,0,b,46,red_specific,waving arms,0.5359360575675964,0.33259934186935425,0.1868413097690791,0.15209871204569936
60fd6618f9a377f54dcdf318,0,b,51,red_specific,dog looking one,0.27840644121170044,0.3060178756713867,0.08994746278040111,0.12125377170741558
66f305037af69346a9a55b42,1,a,8,red_specific,The person sitting down with bent knees facing left with diamond shaped head.,0.40425294637680054,0.36487022042274475,0.17121502617374063,0.1473501876462251
66f305037af69346a9a55b42,1,a,9,blue_specific,diamond head facing right squatting down with arms sticking out,0.4247177541255951,0.34118467569351196,0.23349256440997124,0.15559751633554697
66f305037af69346a9a55b42,1,a,14,red_specific,The person sitting down with bent knees facing left with diamond shaped head.,0.40425294637680054,0.36487022042274475,0.17121502617374063,0.1473501876462251
66f305037af69346a9a55b42,1,a,16,blue_specific,diamond head facing left with both hands out to the left and person is sticking its leg back to the right balancing on one leg.,0.3519023060798645,0.2650868594646454,0.20830195304006338,0.12090200977399945
66f305037af69346a9a55b42,1,a,17,red_specific,diamond head wearing a hat and is sitting down facing right,0.17457832396030426,0.5832788944244385,0.12576292548328638,0.19148079003207386
66f305037af69346a9a55b42,1,a,23,red_specific,diamond head wearing a hat and is sitting down facing the right side,0.1739315390586853,0.5665600299835205,0.12902377359569073,0.1940836908761412
66f305037af69346a9a55b42,1,a,25,red_specific,diamond head wearing a hat and is sitting down facing the right side,0.1739315390586853,0.5665600299835205,0.12902377359569073,0.1940836908761412
66f305037af69346a9a55b42,1,a,28,blue_specific,diamond head facing left with both hands out to the left and person is sticking its leg back to the right balancing on one leg.,0.3519023060798645,0.2650868594646454,0.20830195304006338,0.12090200977399945
66f305037af69346a9a55b42,1,a,30,red_specific,The person sitting down with bent knees facing left with diamond shaped head.,0.40425294637680054,0.36487022042274475,0.17121502617374063,0.1473501876462251
66f305037af69346a9a55b42,1,a,35,blue_specific,diamond head facing left with both hands out to the left and person is sticking its leg back to the right balancing on one leg.,0.3519023060798645,0.2650868594646454,0.20830195304006338,0.12090200977399945
66f305037af69346a9a55b42,1,a,38,red_specific,The person sitting down with bent knees facing left with diamond shaped head.,0.40425294637680054,0.36487022042274475,0.17121502617374063,0.1473501876462251
66f305037af69346a9a55b42,1,a,43,red_specific,diamond head wearing a hat of two triangles and is sitting down facing the right side,0.21873211860656738,0.5303592085838318,0.15064554288983345,0.19455616711638868
66f305037af69346a9a55b42,1,a,47,red_specific,The person sitting down with bent knees and triangle feet facing left with diamond shaped head.,0.4429934024810791,0.36288878321647644,0.1825075950473547,0.1455646650865674
66f305037af69346a9a55b42,1,a,51,red_specific,diamond head wearing a hat of two triangles and is sitting down facing the right side,0.21873211860656738,0.5303592085838318,0.15064554288983345,0.19455616711638868
66f305037af69346a9a55b42,1,a,52,blue_specific,diamond head facing right squatting down with triangle arms sticking out to the right,0.45250391960144043,0.2924584150314331,0.2323577795177698,0.14622010104358196
67dd5e5f7a961e34ff8b116c,0,b,2,blue_specific,cube body with a diamond head,0.5508092045783997,0.29562997817993164,0.21360814664512873,0.11754190037027001
67dd5e5f7a961e34ff8b116c,0,b,4,blue_specific,squatting,0.9363552331924438,0.13942669332027435,0.29644109890796244,0.07729992910753936
67dd5e5f7a961e34ff8b116c,0,b,9,blue_specific,yoga guy,0.9999999403953552,0.189719557762146,0.2694165382999927,0.08485440304502845
67dd5e5f7a961e34ff8b116c,0,b,12,red_specific,priest,0.20860205590724945,0.9999999403953552,0.12242382287513465,0.30216926243156195
67dd5e5f7a961e34ff8b116c,0,b,15,blue_specific,diamond on diamond facing right,0.3234735131263733,0.1570643037557602,0.1279638409614563,0.08821484725922346
67dd5e5f7a961e34ff8b116c,0,b,20,red_specific,Feels like kneeling,0.7048728466033936,0.20026996731758118,0.2712210288736969,0.09322421555407345
67dd5e5f7a961e34ff8b116c,0,b,21,blue_specific,Exercise,0.45392924547195435,0.17847846448421478,0.21468375530093908,0.06280608708038926
67dd5e5f7a961e34ff8b116c,0,b,23,blue_specific,serve food,0.10484430193901062,0.22540152072906494,0.03818286815658212,0.020050192950293422
67dd5e5f7a961e34ff8b116c,0,b,27,red_specific,mouse head,0.2670682370662689,0.796847403049469,0.0999823942547664,0.1719985161907971
67dd5e5f7a961e34ff8b116c,0,b,31,blue_specific,duck,1.0,0.3521376848220825,0.14392077457159758,0.19695431552827358
67dd5e5f7a961e34ff8b116c,0,b,35,blue_specific,diamond and square gown,0.21220676600933075,0.3419506251811981,0.105654715327546,0.16930131940171123
67dd5e5f7a961e34ff8b116c,0,b,37,blue_specific,both arms to the right an done leg down,0.6833620071411133,0.18132375180721283,0.2319082785397768,0.08360619400627911
67dd5e5f7a961e34ff8b116c,0,b,39,blue_specific,Begging,0.2406238168478012,0.3453463017940521,0.14137710677459836,0.1737949198577553
67dd5e5f7a961e34ff8b116c,0,b,47,blue_specific,praying with legs facing up and hand to the right,0.6969283223152161,0.2795354723930359,0.24298746173735708,0.12242457177489996
55d35a33da14d7001295328c,1,a,2,red_specific,Sitting knees up head leaning downward,0.5115336179733276,0.23632581532001495,0.18275845632888377,0.09458209318108857
55d35a33da14d7001295328c,1,a,4,red_specific,Sitting triangle shape with feathers on head,0.298244833946228,0.28411048650741577,0.19258565362542868,0.1708175204694271
55d35a33da14d7001295328c,1,a,12,blue_specific,standing on one leg like a flamingo,0.3370315432548523,0.21829825639724731,0.16364066861569881,0.13817383348941803
55d35a33da14d7001295328c,1,a,13,red_specific,sad looking guy sitting down,0.271468847990036,0.5890587568283081,0.05244314135052264,0.14343884866684675
55d35a33da14d7001295328c,1,a,15,blue_specific,kneeling prayer posture triangle back,0.526674747467041,0.3279828429222107,0.22315275203436613,0.11754012142773718
55d35a33da14d7001295328c,1,a,19,red_specific,sitting sad guy,0.2662476599216461,0.6657427549362183,0.07263760291971266,0.18105601100251079
55d35a33da14d7001295328c,1,a,25,red_specific,large ghost like torso,0.24555866420269012,0.4385829567909241,0.18088348768651485,0.18282022327184677
55d35a33da14d7001295328c,1,a,30,blue_specific,long sleeves forward facing in a dress,0.3443189263343811,0.2491965889930725,0.15533013688400388,0.08495504735037684
55d35a33da14d7001295328c,1,a,31,blue_specific,ballet dancer on one leg,0.610234260559082,0.19429534673690796,0.15183884627185762,0.09920963644981384
55d35a33da14d7001295328c,1,a,35,red_specific,ghost like figure,0.24966838955879211,0.31240007281303406,0.15084053529426455,0.17513055400922894
55d35a33da14d7001295328c,1,a,37,red_specific,"Triangle shaped seated, head with feathers",0.2998081147670746,0.3346322476863861,0.2048396971076727,0.2030005343258381
55d35a33da14d7001295328c,1,a,42,red_specific,sitting sad guy,0.2662476599216461,0.6657427549362183,0.07263760291971266,0.18105601100251079
5d7ff85ffec5620017b07c40,2,b,3,red_specific,Large diamond leaning to the left with both arms in the air.,0.3733447790145874,0.220892533659935,0.17975537420716137,0.09925852855667472
5d7ff85ffec5620017b07c40,2,b,5,blue_specific,Looks like person doing squats with knees bent to the right.  Triangle arm pointed to the right.,0.6960614919662476,0.17878523468971252,0.2646175557747483,0.07067504245787859
5d7ff85ffec5620017b07c40,2,b,12,red_specific,Person facing right.  Kneeling on one leg with the other out towards the right side. arms in the air and head angled back to the left.,0.4569914937019348,0.1837874948978424,0.23577664350159466,0.09916049847379327
5d7ff85ffec5620017b07c40,2,b,13,blue_specific,"Largest block, diamond head",0.42780789732933044,0.2771754562854767,0.16531183291226625,0.11914697266183794
5d7ff85ffec5620017b07c40,2,b,15,red_specific,sad person with big ears.  Flat on the left.  Head down towards the right. Triangle foot.,0.4584682285785675,0.4736972749233246,0.19452526210807264,0.1918044351041317
5d7ff85ffec5620017b07c40,2,b,17,red_specific,Person sitting on their knees facing right,0.5203781127929688,0.25209841132164,0.17560399789363146,0.1058938120258972
5d7ff85ffec5620017b07c40,2,b,22,blue_specific,Standing on one leg with other back to the right,0.394318550825119,0.13257797062397003,0.215103326481767,0.05529309285338968
5d7ff85ffec5620017b07c40,2,b,23,red_specific,Head with big triangle ears,0.3799087405204773,0.4114493727684021,0.20042732171714306,0.18925179122015834
5d7ff85ffec5620017b07c40,2,b,24,red_specific,"looks like leg going back to the left, head back to the left, arms raised in the air toward the right.",0.3837924003601074,0.15038883686065674,0.21622888976708055,0.07163069071248174
5d7ff85ffec5620017b07c40,2,b,32,red_specific,two arms up in the air.  Looks like they are flying to the left.,0.2899819016456604,0.1656477153301239,0.15169874345883727,0.06255286931991577
5d7ff85ffec5620017b07c40,2,b,34,red_specific,thick leg to the left small triangle leg to the right. arms pointing up and right. Head back to the left.,0.5270609855651855,0.13694119453430176,0.23400643561035395,0.07969030691310763
5d7ff85ffec5620017b07c40,2,b,41,blue_specific,Two arm triangles facing left.,0.39364102482795715,0.18984755873680115,0.18716891389340162,0.06497086782474071
5d7ff85ffec5620017b07c40,2,b,43,red_specific,Diamond body going left. Arms outstretched.,0.3602549731731415,0.3030480146408081,0.20333032868802547,0.16545201768167317
5d7ff85ffec5620017b07c40,2,b,45,red_specific,Guy sitting down with cut off legs facing right,0.38679248094558716,0.2863342761993408,0.14325253095012158,0.1066065764753148
5d7ff85ffec5620017b07c40,2,b,51,red_specific,Large left leg small right one,0.4721350371837616,0.12181393057107925,0.23092044703662395,0.055030918680131435
67e8e0c0be5802df7311d109,0,b,1,blue_specific,diamond on large cube,0.7568115592002869,0.15092584490776062,0.16584732895717025,0.06199198612011969
67e8e0c0be5802df7311d109,0,b,10,red_specific,mouse head,0.2670682370662689,0.796847403049469,0.0999823942547664,0.1719985161907971
67e8e0c0be5802df7311d109,0,b,11,red_specific,thriller,0.13752585649490356,1.0,0.0480200236197561,0.27179842768236995
67e8e0c0be5802df7311d109,0,b,18,blue_specific,yoga,0.863739013671875,0.1849135309457779,0.2684607123956084,0.08535561128519475
67e8e0c0be5802df7311d109,0,b,21,blue_specific,diamond on diamond,0.32691043615341187,0.20496812462806702,0.11424609087407589,0.10815112851560116
67e8e0c0be5802df7311d109,0,b,27,blue_specific,diamond on large cube,0.7568115592002869,0.15092584490776062,0.16584732895717025,0.06199198612011969
67e8e0c0be5802df7311d109,0,b,28,blue_specific,squatting,0.9363552331924438,0.13942669332027435,0.29644109890796244,0.07729992910753936
67e8e0c0be5802df7311d109,0,b,34,red_specific,mouse head copy,0.21362361311912537,0.7090388536453247,0.04192243958823383,0.12428600597195327
67e8e0c0be5802df7311d109,0,b,35,red_specific,thriller,0.13752585649490356,1.0,0.0480200236197561,0.27179842768236995
67e8e0c0be5802df7311d109,0,b,43,blue_specific,squats,1.0,0.10511928796768188,0.30220681987702847,0.05869243899360299
67e8e0c0be5802df7311d109,0,b,45,blue_specific,diamond on diamond,0.32691043615341187,0.20496812462806702,0.11424609087407589,0.10815112851560116
5ea8154dcfd4dd20473ed88e,2,a,3,red_specific,"Person doing a yoga pose facing the left, with his feet streached to the right",0.1538131833076477,0.7626755237579346,0.04275306314229965,0.2114285584539175
5ea8154dcfd4dd20473ed88e,2,a,4,blue_specific,Sad bunny facing the right,0.4624652862548828,0.3574448227882385,0.2061618841253221,0.13628765218891203
5ea8154dcfd4dd20473ed88e,2,a,6,blue_specific,"Facing the right, the simpilest one without any hands or feet",0.2890380322933197,0.3260883688926697,0.16046348330564797,0.2315698228776455
5ea8154dcfd4dd20473ed88e,2,a,8,blue_specific,"Facing the left, with arms outstreatched, looking a little like an angel",0.26254695653915405,0.29479724168777466,0.18257837742567062,0.19059730786830187
5ea8154dcfd4dd20473ed88e,2,a,11,red_specific,"Looks like a bunch of triangles, with the pointy one at the bottom, facing right, almost like the kneeling one, but not",0.1487029790878296,0.44723063707351685,0.07688815100118518,0.2349496716633439
5ea8154dcfd4dd20473ed88e,2,a,19,red_specific,"Facing left, the one that looks like they're doing a yoga pose or are ice skating, an dyou can see both hands",0.12078610807657242,0.4551657736301422,0.07660686504095793,0.20546728745102882
5ea8154dcfd4dd20473ed88e,2,a,28,red_specific,"Sort of looks like they're kneeling, facing the right with one arm and one leg, without the triangle facing upwards",0.14219021797180176,0.516679048538208,0.07651435420848429,0.25374981109052896
5ea8154dcfd4dd20473ed88e,2,a,30,blue_specific,"The one that sort of looks like a dancer, facing right with one huge foot on the left and one small triangle on the right",0.24650521576404572,0.45217764377593994,0.14667927753180265,0.2377960393205285
5ea8154dcfd4dd20473ed88e,2,a,32,red_specific,"The one that is very simple, facing the right and with a horizontal shoulder",0.20202219486236572,0.28098806738853455,0.11353412782773376,0.18387427367269993
5ea8154dcfd4dd20473ed88e,2,a,36,blue_specific,Sad bunny facing the right with had looking down and one knee out,0.3952825367450714,0.30415958166122437,0.17985204700380564,0.17534273536875844
5ea8154dcfd4dd20473ed88e,2,a,40,blue_specific,Sad bunny facing the right looking down,0.42891398072242737,0.3343515396118164,0.1873362474143505,0.13453825772739947
5ea8154dcfd4dd20473ed88e,2,a,42,red_specific,The really simple one facing the right with no hands or feet really,0.3220902681350708,0.46560853719711304,0.16532015334814787,0.2462072167545557
5ea8154dcfd4dd20473ed88e,2,a,46,red_specific,"The really simple one without any hands or feet facing the right, with a long shoulder",0.23549474775791168,0.38183704018592834,0.1551348064094782,0.24082953855395317
5ea8154dcfd4dd20473ed88e,2,a,50,blue_specific,"The really simple one with no hands or feet facing the right, not the blocky looking one",0.34640946984291077,0.43625134229660034,0.20158312283456326,0.2613270003348589
67f195156ae8e9e3886a36dc,0,a,0,red_specific,"The figure looks like a priest holding a book. It's facing left, has a straight back, and is wearing long sleeves.",0.5480208992958069,0.2807999849319458,0.17554352711886168,0.12648546043783426
67f195156ae8e9e3886a36dc,0,a,2,red_specific,"This figure is the thriller dance. It's a person with their leg lifted to the left, which is a key part of the pose.",0.3739299178123474,0.5404832363128662,0.14774601254612207,0.18270962173119187
67f195156ae8e9e3886a36dc,0,a,7,red_specific,"The figure is kneeling down on the ground with its hands together in front of the body. The head is tilted forward slightly, like someone who is praying.",0.2892902195453644,0.6674978733062744,0.1428122315555811,0.2670850935392082
67f195156ae8e9e3886a36dc,0,a,10,red_specific,"This figure is leaning to the left with its arms raised. The arms are separated, one on the left and one on the right. It looks like an Italian talking with their hands up.",0.4180521070957184,0.48972415924072266,0.17074355855584145,0.1913219355046749
67f195156ae8e9e3886a36dc,0,a,11,blue_specific,This figure is a standing person on one leg. The other leg is sticking out to the right. The body is formed by two triangles pointing to the left.,0.17475995421409607,0.4638904929161072,0.09730844991281629,0.24574175151064992
67f195156ae8e9e3886a36dc,0,a,14,blue_specific,"A person standing on one leg, with the other leg sticking out to the right. The body is formed by two triangles.",0.1564388871192932,0.4353999197483063,0.08152053388766944,0.24129203474149108
67f195156ae8e9e3886a36dc,0,a,22,red_specific,"The ""horse to gallop,"" which is a yoga pose facing right with the head tipping back to the left.",0.6381713151931763,0.42999809980392456,0.16694461600854993,0.16741549875587225
67f195156ae8e9e3886a36dc,0,a,24,blue_specific,"A figure kneeling down with hands together in front of the body, like someone who is praying.",0.34988805651664734,0.6616461277008057,0.1345221302472055,0.24787211150396615
67f195156ae8e9e3886a36dc,0,a,25,blue_specific,"A figure known as the ""sad boy"" that is sitting down with no arms or legs visible.",0.47494372725486755,0.4303264617919922,0.21816848404705524,0.17389692668803036
67f195156ae8e9e3886a36dc,0,a,26,blue_specific,"A person standing on one leg, with the other leg sticking out to the right. The body is formed by two triangles.",0.1564388871192932,0.4353999197483063,0.08152053388766944,0.24129203474149108
67f195156ae8e9e3886a36dc,0,a,27,blue_specific,A figure leaning to the left with its arms raised and separated. It looks like an Italian talking with their hands.,0.40133148431777954,0.47820931673049927,0.18609428498893976,0.18832152313552797
67f195156ae8e9e3886a36dc,0,a,32,red_specific,"A figure called the ""innocent one"" with a box for a head, no arms or legs, and a semi-straight back on the left.",0.5121392011642456,0.36149877309799194,0.22361790016293526,0.20467316266149282
67f195156ae8e9e3886a36dc,0,a,35,red_specific,"A figure kneeling down with hands together in front of the body, like someone who is praying.",0.34988805651664734,0.6616461277008057,0.1345221302472055,0.24787211150396615
67f195156ae8e9e3886a36dc,0,a,37,red_specific,"A person standing on one leg, with the other leg sticking out to the right. The body is formed by two triangles.",0.1564388871192932,0.4353999197483063,0.08152053388766944,0.24129203474149108
67f195156ae8e9e3886a36dc,0,a,41,blue_specific,A man walking to the left with a square backpack and a triangle for a face. One leg is slightly raised.,0.20672351121902466,0.37055474519729614,0.08249863050878048,0.15951165510341525
67f195156ae8e9e3886a36dc,0,a,45,blue_specific,"The ""horse to gallop,"" which is a yoga pose facing right with the head tipping back to the left.",0.6381713151931763,0.42999809980392456,0.16694461600854993,0.16741549875587225
67f195156ae8e9e3886a36dc,0,a,50,red_specific,A figure leaning to the left with its arms raised and separated. It looks like an Italian talking with their hands.,0.40133148431777954,0.47820931673049927,0.18609428498893976,0.18832152313552797
67e07f19ee9c325f1bcaa026,1,b,4,blue_specific,No hands and legs,0.3090781271457672,0.2845768332481384,0.17021366488188505,0.21732517145574093
67e07f19ee9c325f1bcaa026,1,b,8,red_specific,"Kneeling fully with arms facing right, another triangle shooting upwards at the left",0.19613522291183472,0.4317242205142975,0.10403606807813048,0.20625371485948563
67e07f19ee9c325f1bcaa026,1,b,9,red_specific,Almost kneeling with arms to the right,0.2626655399799347,0.5565357208251953,0.12285205442458391,0.2514526080340147
67e07f19ee9c325f1bcaa026,1,b,12,blue_specific,sad guy,0.7999447584152222,0.2564863860607147,0.23599212523549795,0.07805385207757354
67e07f19ee9c325f1bcaa026,1,b,16,blue_specific,crazy hat,0.9488106369972229,0.24089644849300385,0.2786739496514201,0.14760897681117058
67e07f19ee9c325f1bcaa026,1,b,20,red_specific,full cube with the diamond,0.09129151701927185,0.7449452877044678,0.027899854932911694,0.14422349631786346
67e07f19ee9c325f1bcaa026,1,b,21,red_specific,Kneeling all the way with triangle shooting up from the left,0.15186557173728943,0.545511782169342,0.10059201996773481,0.22728306986391544
67e07f19ee9c325f1bcaa026,1,b,24,red_specific,ballerina,0.2933797836303711,0.6259396076202393,0.16952688340097666,0.16721506952308118
67e07f19ee9c325f1bcaa026,1,b,29,blue_specific,No arms and legs,0.3345962166786194,0.2911851406097412,0.1627053478732705,0.21313980338163674
67e07f19ee9c325f1bcaa026,1,b,30,blue_specific,crazy hat,0.9488106369972229,0.24089644849300385,0.2786739496514201,0.14760897681117058
67e07f19ee9c325f1bcaa026,1,b,33,red_specific,ballerina,0.2933797836303711,0.6259396076202393,0.16952688340097666,0.16721506952308118
67e07f19ee9c325f1bcaa026,1,b,35,red_specific,Full cube with diamond,0.0858905017375946,0.7357324361801147,0.0182666820473969,0.1343551566824317
67e07f19ee9c325f1bcaa026,1,b,40,blue_specific,sad guy,0.7999447584152222,0.2564863860607147,0.23599212523549795,0.07805385207757354
67e07f19ee9c325f1bcaa026,1,b,42,blue_specific,Simple guy,0.37250766158103943,0.3812459409236908,0.21318587101995945,0.1668663085438311
67e07f19ee9c325f1bcaa026,1,b,44,blue_specific,crazy hat,0.9488106369972229,0.24089644849300385,0.2786739496514201,0.14760897681117058
67e07f19ee9c325f1bcaa026,1,b,49,red_specific,Ballerina,0.2933797836303711,0.6259396076202393,0.16952688340097666,0.16721506952308118
67e07f19ee9c325f1bcaa026,1,b,52,blue_specific,horse,1.0,0.3521376848220825,0.27472345903515816,0.14557477284688503
5f35646c73508a4ff52b4ea3,1,b,0,blue_specific,sad looking guy who is turned to the left sitting looking down with his knees kind of up,0.48510193824768066,0.3434368669986725,0.12298739608377218,0.09630486054811627
5f35646c73508a4ff52b4ea3,1,b,3,blue_specific,the guy who looks like he has a funny hat,0.7248760461807251,0.23482248187065125,0.19979490665718913,0.08948929066536948
5f35646c73508a4ff52b4ea3,1,b,6,blue_specific,sitting down guy with funny hat,0.6041945219039917,0.23950056731700897,0.17026909720152617,0.07546692772302777
5f35646c73508a4ff52b4ea3,1,b,9,blue_specific,"sad boi, sitting down",0.6324456930160522,0.22958767414093018,0.21865885239094496,0.11626753048039973
5f35646c73508a4ff52b4ea3,1,b,10,blue_specific,guy with the hat on,0.67073655128479,0.26967185735702515,0.17848725407384336,0.084496179362759
5f35646c73508a4ff52b4ea3,1,b,18,blue_specific,sad boi,0.6788675785064697,0.214067280292511,0.2670056773349643,0.11587709200102836
5f35646c73508a4ff52b4ea3,1,b,19,blue_specific,crazy hat boi,0.7705315351486206,0.24521109461784363,0.282326708547771,0.16645791311748326
5f35646c73508a4ff52b4ea3,1,b,20,blue_specific,sad boi,0.6788675785064697,0.214067280292511,0.2670056773349643,0.11587709200102836
5f35646c73508a4ff52b4ea3,1,b,26,blue_specific,crazy hat boi,0.7705315351486206,0.24521109461784363,0.282326708547771,0.16645791311748326
5f35646c73508a4ff52b4ea3,1,b,29,blue_specific,sad boi,0.6788675785064697,0.214067280292511,0.2670056773349643,0.11587709200102836
5f35646c73508a4ff52b4ea3,1,b,31,blue_specific,crazy hat guy,0.9314477443695068,0.21599185466766357,0.24403062812052667,0.11746094236150384
5f35646c73508a4ff52b4ea3,1,b,38,blue_specific,crazy hat boi,0.7705315351486206,0.24521109461784363,0.282326708547771,0.16645791311748326
5f35646c73508a4ff52b4ea3,1,b,41,blue_specific,sad boi,0.6788675785064697,0.214067280292511,0.2670056773349643,0.11587709200102836
5f35646c73508a4ff52b4ea3,1,b,45,blue_specific,sad boi,0.6788675785064697,0.214067280292511,0.2670056773349643,0.11587709200102836
5f35646c73508a4ff52b4ea3,1,b,49,blue_specific,sad boi,0.6788675785064697,0.214067280292511,0.2670056773349643,0.11587709200102836
5f35646c73508a4ff52b4ea3,1,b,52,blue_specific,sad boi,0.6788675785064697,0.214067280292511,0.2670056773349643,0.11587709200102836
668702820e1765376681985a,1,b,4,blue_specific,"bunny ear, square head, sitting on the floor facing/legs pointing right",0.31766068935394287,0.26372289657592773,0.17332317167893052,0.1929387804120779
668702820e1765376681985a,1,b,10,red_specific,"diamond head person pointing to the right, kneeling, triangle toes facing up",0.40575823187828064,0.3802681267261505,0.16009372635744512,0.19590775563847274
668702820e1765376681985a,1,b,16,blue_specific,"bunny ear, square head, sitting on the floor/legs facing right",0.2765078842639923,0.2701837718486786,0.16186215402558446,0.1906250286847353
668702820e1765376681985a,1,b,18,blue_specific,"""horse yoga lunge"" square head person lunging facing right bending their back, head tipping back looking up, pointing right",0.47310206294059753,0.5170759558677673,0.16339227464050055,0.20072425459511578
668702820e1765376681985a,1,b,19,blue_specific,"diamond head kneeling slightly, knee facing right, no arms",0.2546256184577942,0.4652491807937622,0.14582259068265557,0.23624779842793941
668702820e1765376681985a,1,b,21,red_specific,"diamond head person, flat blocky body, triangle pointing to the right",0.4672754108905792,0.2571510970592499,0.19075648766011,0.19567680452018976
668702820e1765376681985a,1,b,22,red_specific,"diamond head person pointing to the right, kneeling, triangle toes facing up",0.40575823187828064,0.3802681267261505,0.16009372635744512,0.19590775563847274
668702820e1765376681985a,1,b,28,blue_specific,"bunny ear, square head, sitting on the floor/legs facing right",0.2765078842639923,0.2701837718486786,0.16186215402558446,0.1906250286847353
668702820e1765376681985a,1,b,29,blue_specific,"""sad boy"" square head sitting on floor facing left, knees pointing up",0.4878149926662445,0.30979835987091064,0.21225835103541613,0.14356972882524133
668702820e1765376681985a,1,b,33,red_specific,"diamond head person, flat blocky body, triangle pointing to the right",0.4672754108905792,0.2571510970592499,0.19075648766011,0.19567680452018976
668702820e1765376681985a,1,b,34,red_specific,"diamond head person pointing to the right, kneeling, triangle toes facing up",0.40575823187828064,0.3802681267261505,0.16009372635744512,0.19590775563847274
