subject_id,item_id,counterbalance,trial_num,n_blue,n_naive,goal,previous_selection,selected_tangram,selected_tangram_group,written_label
67b8f459f36ac348b98d6cad,0,a,44,1,2,social,D,F,B,The sitting sad boy
67b8f459f36ac348b98d6cad,0,a,45,2,2,social,F,E,B,The funny hat guy
67b8f459f36ac348b98d6cad,0,a,46,2,0,refer,E,K,C,"Two diamonds at the top, one directly on top the other"
67b8f459f36ac348b98d6cad,0,a,47,1,2,refer,K,G,B,Diamond/square slightly falling off with two triangles at the front
67b8f459f36ac348b98d6cad,0,a,48,2,1,social,G,C,A,Italian guy with lifted arms
67b8f459f36ac348b98d6cad,0,a,49,1,8,refer,C,I,C,"Karate posture, triangles forward and a leg backwards"
67b8f459f36ac348b98d6cad,0,a,50,1,1,refer,I,J,C,cube with diamond on top and a right triangle
67b8f459f36ac348b98d6cad,0,a,51,2,8,social,J,H,B,"Lonely guy, no arms no legs"
67b8f459f36ac348b98d6cad,0,a,52,4,8,refer,H,C,A,"rectangle slightly bent, with a diamond on top and open arms lifted up"
60e8b06bfb1c78d450ae9f79,0,a,0,1,8,social,,C,A,Italian guy
60e8b06bfb1c78d450ae9f79,0,a,1,4,1,social,C,F,B,sad guy
60e8b06bfb1c78d450ae9f79,0,a,2,4,16,refer,F,I,C,yoga kicks
60e8b06bfb1c78d450ae9f79,0,a,3,1,2,refer,I,E,B,funny hat
60e8b06bfb1c78d450ae9f79,0,a,4,2,4,social,E,A,A,one leg up going left
60e8b06bfb1c78d450ae9f79,0,a,5,1,4,social,A,B,A,kneeling hands up two triangles
60e8b06bfb1c78d450ae9f79,0,a,6,2,1,social,B,G,B,"Guy seeming like falling off, facing left but two hands back"
60e8b06bfb1c78d450ae9f79,0,a,7,2,4,refer,G,D,A,priest like facing left
60e8b06bfb1c78d450ae9f79,0,a,8,3,0,social,D,H,B,"legless, seemingly like letter i"
60e8b06bfb1c78d450ae9f79,0,a,9,4,8,refer,H,J,C,A flat top and straight back left and top
60e8b06bfb1c78d450ae9f79,0,a,10,2,1,refer,J,K,C,A total kneeling facing right
60e8b06bfb1c78d450ae9f79,0,a,11,3,1,refer,K,L,C,Seems like doing squats facing right
60e8b06bfb1c78d450ae9f79,0,a,12,4,2,social,L,E,B,Funny hat
60e8b06bfb1c78d450ae9f79,0,a,13,1,16,social,E,A,A,One leg forward facing left
60e8b06bfb1c78d450ae9f79,0,a,14,1,0,refer,A,F,B,A sit down facing left(looks depressed)
60e8b06bfb1c78d450ae9f79,0,a,15,1,16,refer,F,H,B,Looking like letter i
60e8b06bfb1c78d450ae9f79,0,a,16,3,2,refer,H,D,A,priest
60e8b06bfb1c78d450ae9f79,0,a,17,0,8,refer,D,L,C,Squats
60e8b06bfb1c78d450ae9f79,0,a,18,4,0,social,L,I,C,Yoga back kick
60e8b06bfb1c78d450ae9f79,0,a,19,2,16,refer,I,C,A,Italian guy
60e8b06bfb1c78d450ae9f79,0,a,20,1,8,refer,C,G,B,Fall off hands facing back right
60e8b06bfb1c78d450ae9f79,0,a,21,0,16,refer,G,J,C,straight top and a flat back facing right
60e8b06bfb1c78d450ae9f79,0,a,22,0,2,refer,J,K,C,Total kneeling facing right
60e8b06bfb1c78d450ae9f79,0,a,23,2,2,social,K,D,A,priest like facing left
60e8b06bfb1c78d450ae9f79,0,a,24,4,1,refer,D,B,A,Kneeling down and hands up open
60e8b06bfb1c78d450ae9f79,0,a,25,1,2,social,B,E,B,funny hats
60e8b06bfb1c78d450ae9f79,0,a,26,2,16,social,E,I,C,yoga flying back kicks
60e8b06bfb1c78d450ae9f79,0,a,27,2,0,refer,I,A,A,One leg forward left head facing back
60e8b06bfb1c78d450ae9f79,0,a,28,1,4,refer,A,C,A,Italian guy
60e8b06bfb1c78d450ae9f79,0,a,29,3,8,refer,C,H,B,Letter i
60e8b06bfb1c78d450ae9f79,0,a,30,2,8,refer,H,L,C,Squats
60e8b06bfb1c78d450ae9f79,0,a,31,3,2,social,L,J,C,Flat top and back facing right
60e8b06bfb1c78d450ae9f79,0,a,32,4,2,refer,J,H,B,looking like letter i
60e8b06bfb1c78d450ae9f79,0,a,33,3,16,social,H,E,B,Funny hat
60e8b06bfb1c78d450ae9f79,0,a,34,4,4,social,E,I,C,back yoga kick
60e8b06bfb1c78d450ae9f79,0,a,35,0,4,refer,I,F,B,Guy sitting down facing left looking depressed
60e8b06bfb1c78d450ae9f79,0,a,36,3,1,social,F,L,C,Guy doing squats facing left
60e8b06bfb1c78d450ae9f79,0,a,37,1,1,social,L,G,B,two hands facing left looking like he is falling off
60e8b06bfb1c78d450ae9f79,0,a,38,4,16,social,G,E,B,Funny hat seated down.
60e8b06bfb1c78d450ae9f79,0,a,39,2,8,social,E,B,A,A guy kneeling facing left and two open arms up.
60e8b06bfb1c78d450ae9f79,0,a,40,3,4,social,B,K,C,kneeling down facing left
60e8b06bfb1c78d450ae9f79,0,a,41,4,0,refer,K,F,B,depressed guy facing right
60e8b06bfb1c78d450ae9f79,0,a,42,3,4,refer,F,H,B,Letter i
60e8b06bfb1c78d450ae9f79,0,a,43,3,0,refer,H,D,A,A priest like moving forward right
60e8b06bfb1c78d450ae9f79,0,a,44,4,4,refer,D,I,C,Yoga back kick
60e8b06bfb1c78d450ae9f79,0,a,45,1,0,social,I,E,B,Wind mill like hat seated down facing right
60e8b06bfb1c78d450ae9f79,0,a,46,3,8,social,E,C,A,A rhombus hands lifted up
60e8b06bfb1c78d450ae9f79,0,a,47,3,16,refer,C,L,C,Squats facing right
60e8b06bfb1c78d450ae9f79,0,a,48,4,8,social,L,F,B,A guy seated facing left looking depressed.
60e8b06bfb1c78d450ae9f79,0,a,49,1,1,refer,F,H,B,Looking letter i
60e8b06bfb1c78d450ae9f79,0,a,50,2,0,social,H,J,C,Flat top and flat back
60e8b06bfb1c78d450ae9f79,0,a,51,2,2,refer,J,G,B,Facing left looking like  it is a fall off
60e8b06bfb1c78d450ae9f79,0,a,52,0,1,refer,G,I,C,Yoga back kick
5d453e8723a5bb0001492546,0,a,0,1,16,refer,,L,C,"(a) Diamond head, (b) flat back on left side, (c) triangle pointing out from stomach on right side, (d) kneeling facing right />/"
5d453e8723a5bb0001492546,0,a,1,3,0,social,L,F,B,sad boy
5d453e8723a5bb0001492546,0,a,2,1,8,refer,F,K,C,"(a) Diamond head, (b) missing chunk out of left side back, (c) triangle facing right coming out of chest, (d) right angle on bottom left corner"
5d453e8723a5bb0001492546,0,a,3,2,2,social,K,D,A,(a) Priest facing left
5d453e8723a5bb0001492546,0,a,4,4,1,social,D,C,A,Italian talking with both arms up in the air
5d453e8723a5bb0001492546,0,a,5,1,16,social,C,H,B,windmill hat on top of a large triangle with right angle on left side of base
5d453e8723a5bb0001492546,0,a,6,1,0,refer,H,G,B,"(a) Yoga horse, (b) diamond head falling off to the left, (c) small triangle on bottom right corner"
5d453e8723a5bb0001492546,0,a,7,2,0,refer,G,H,B,"(a) simplest shape, (b) bean facing right, (c) flat backside, (d) triangle foot facing right"
5d453e8723a5bb0001492546,0,a,8,3,8,social,H,A,A,thriller dancer
5d453e8723a5bb0001492546,0,a,9,4,2,social,A,B,A,"kneeling fairy, diamond on top of two triangles"
5d453e8723a5bb0001492546,0,a,10,1,1,social,B,G,B,yoga horse
5d453e8723a5bb0001492546,0,a,11,3,16,refer,G,J,C,"(a) Diamond on top of flat cubed area, (b) right angle top left corner, (c) facing right"
5d453e8723a5bb0001492546,0,a,12,4,16,refer,J,I,C,"ice skater facing left/yoga pose with two arms going left, 1 foot stretched out to the right. Standing on one leg."
5d453e8723a5bb0001492546,0,a,13,3,2,refer,I,E,B,"(a) triangle base with right angle on bottom left corner, (b) two triangles on top of diamond head, (c) flat on left side"
5d453e8723a5bb0001492546,0,a,14,2,1,refer,E,A,A,"(a) Standing facing left, (b) one left kicking to the left, (c) head looking down"
5d453e8723a5bb0001492546,0,a,15,1,2,refer,A,I,C,"(a) standing on one left facing left, (b) two arms pointing left, (c) one left in air to the right, perpendicular to standing leg."
5d453e8723a5bb0001492546,0,a,16,2,16,social,I,F,B,"sad man sitting down, facing left."
5d453e8723a5bb0001492546,0,a,17,2,4,social,F,C,A,italian talking with both arms in the air
5d453e8723a5bb0001492546,0,a,18,2,2,refer,C,J,C,"(a) diamond on top of flat surface, (b) large cubed body, (c) facing right, (d) flat left side"
5d453e8723a5bb0001492546,0,a,19,0,16,refer,J,I,C,"(a) man standing on one leg facing left, (b) two arms facing right, (c) one left stretched out to the right"
5d453e8723a5bb0001492546,0,a,20,4,8,refer,I,J,C,"(a) diamond on top of flat surface, (b) large cubed body, (c) flat left side, (d) facing right"
5d453e8723a5bb0001492546,0,a,21,3,8,refer,J,A,A,"(a) man standing facing left, (b) one left kicking, (c) head looking down"
5d453e8723a5bb0001492546,0,a,22,1,0,social,A,E,B,windmill hat
5d453e8723a5bb0001492546,0,a,23,2,4,refer,E,F,B,"(a) man sitting down, (b) head looking towards knees, (c) facing left"
5d453e8723a5bb0001492546,0,a,24,1,2,social,F,D,A,priest facing left
5d453e8723a5bb0001492546,0,a,25,0,4,refer,D,A,A,"(a) man standing facing left, (b) one leg kicking to the left, (c) head looking down"
5d453e8723a5bb0001492546,0,a,26,4,1,refer,A,E,B,"(a) large triangle base, (b) right angle bottom left corner, (c) two triangles on top of diamond at top"
5d453e8723a5bb0001492546,0,a,27,1,4,social,E,F,B,"sad man sitting down, facing left"
5d453e8723a5bb0001492546,0,a,28,3,1,refer,F,J,C,"(a) diamond on flat surface, (b) large cubed body, (c) flat left side"
5d453e8723a5bb0001492546,0,a,29,3,16,social,J,F,B,"sad man sitting down, facing left"
5d453e8723a5bb0001492546,0,a,30,3,4,refer,F,A,A,"(a) man facing to the left, (b) standing one one left, (c) kicking with other leg, (d) head facing down"
5d453e8723a5bb0001492546,0,a,31,3,1,social,A,D,A,priest facing left
5d453e8723a5bb0001492546,0,a,32,4,16,social,D,C,A,italian talking with arms waving in the air
5d453e8723a5bb0001492546,0,a,33,2,1,social,C,F,B,sad man sitting
5d453e8723a5bb0001492546,0,a,34,4,8,social,F,D,A,priest facing left
5d453e8723a5bb0001492546,0,a,35,0,2,refer,D,I,C,"(a) man standing on one leg, (b) facing left, (c) two arms facing left, (d) one leg out to the right"
5d453e8723a5bb0001492546,0,a,36,0,1,refer,I,J,C,"(a) diamond on top of flat surface, (b) large cubed body, (c) flat left side"
5d453e8723a5bb0001492546,0,a,37,1,4,refer,J,A,A,"(a) man standing facing left, (b) on one leg, (c) kicking with 2nd left"
5d453e8723a5bb0001492546,0,a,38,3,4,social,A,C,A,italian talking with hands waved in the air
5d453e8723a5bb0001492546,0,a,39,4,0,social,C,E,B,windmill hat
5d453e8723a5bb0001492546,0,a,40,1,1,refer,E,J,C,"(a) diamond on flat surface, (b) large cubed body, (c) flat left side, (d) facing right"
5d453e8723a5bb0001492546,0,a,41,1,8,social,J,D,A,priest facing left
5d453e8723a5bb0001492546,0,a,42,0,8,refer,D,A,A,"(a) man standing on one leg, (b) facing left, (c) kicking with one left, (d) head looking down"
5d453e8723a5bb0001492546,0,a,43,2,0,social,A,F,B,sad man
5d453e8723a5bb0001492546,0,a,44,4,2,refer,F,J,C,"(a) diamond on flat surface, (b) large cubed body, (c) right angle in top left corner, (d) flat left side."
5d453e8723a5bb0001492546,0,a,45,2,8,social,J,C,A,italian talking with both arms waved in the air
5d453e8723a5bb0001492546,0,a,46,2,8,refer,C,A,A,"(a) man standing on one leg, (b) facing left, (c) kicking with one leg, (d) head looking down"
5d453e8723a5bb0001492546,0,a,47,3,0,refer,A,E,B,"(a) large triangle base, (b) right angle on lower left corner, (c) two triangles on top of diamond at top, (d) facing right"
5d453e8723a5bb0001492546,0,a,48,4,4,social,E,C,A,italian talking with both arms waved in the air
5d453e8723a5bb0001492546,0,a,49,4,0,refer,C,A,A,"(a) man standing on one leg, (b) facing left, (c) kicking with other leg, (d) head looking down"
5d453e8723a5bb0001492546,0,a,50,3,2,social,A,D,A,priest facing left
5d453e8723a5bb0001492546,0,a,51,2,16,refer,D,L,C,"(a) diamond on top, (b) bent knees, (c) triangle coming from chest to the right, (d) />/ pointing right"
5d453e8723a5bb0001492546,0,a,52,4,4,refer,L,K,C,"(a) diamond on top, (b) chunk missing out of left side, (c) right triangle on bottom left corner, (d) triangle pointing out of chest to the right"
67cd9cf6fcf63b6ab8f21390,0,a,0,3,1,refer,,F,B,sad boy
67cd9cf6fcf63b6ab8f21390,0,a,1,3,16,social,F,E,B,crazy hat
67cd9cf6fcf63b6ab8f21390,0,a,2,0,1,refer,E,A,A,thriller
67cd9cf6fcf63b6ab8f21390,0,a,3,4,2,refer,A,C,A,italian
67cd9cf6fcf63b6ab8f21390,0,a,4,2,1,social,C,D,A,priest
67cd9cf6fcf63b6ab8f21390,0,a,5,2,0,social,D,L,C,squats
67cd9cf6fcf63b6ab8f21390,0,a,6,1,2,social,L,I,C,yoga person
67cd9cf6fcf63b6ab8f21390,0,a,7,1,16,social,I,G,B,kungfu
67cd9cf6fcf63b6ab8f21390,0,a,8,2,16,refer,G,H,B,innocent
67cd9cf6fcf63b6ab8f21390,0,a,9,2,4,social,H,F,B,depressed guy
67cd9cf6fcf63b6ab8f21390,0,a,10,3,0,social,F,I,C,exercise lover
67cd9cf6fcf63b6ab8f21390,0,a,11,2,16,social,I,B,A,prayer warrior
67cd9cf6fcf63b6ab8f21390,0,a,12,0,16,refer,B,G,B,dancer
67cd9cf6fcf63b6ab8f21390,0,a,13,1,0,social,G,E,B,judgge
67cd9cf6fcf63b6ab8f21390,0,a,14,4,16,social,E,L,C,beggar
67cd9cf6fcf63b6ab8f21390,0,a,15,0,4,refer,L,C,A,beggar
67cd9cf6fcf63b6ab8f21390,0,a,16,4,2,social,C,H,B,mouse
67cd9cf6fcf63b6ab8f21390,0,a,17,1,16,refer,H,A,A,angry man
67cd9cf6fcf63b6ab8f21390,0,a,18,4,4,refer,A,J,C,scarecrow
67cd9cf6fcf63b6ab8f21390,0,a,19,3,16,refer,J,A,A,v shaped head
67cd9cf6fcf63b6ab8f21390,0,a,20,3,8,refer,A,B,A,bird with widespread wings
67cd9cf6fcf63b6ab8f21390,0,a,21,4,16,refer,B,C,A,flat bottom
67cd9cf6fcf63b6ab8f21390,0,a,22,3,0,refer,C,E,B,sleepy person
67cd9cf6fcf63b6ab8f21390,0,a,23,2,8,social,E,F,B,calm guy
67cd9cf6fcf63b6ab8f21390,0,a,24,1,1,refer,F,G,B,violent guy
67cd9cf6fcf63b6ab8f21390,0,a,25,1,4,social,G,K,C,dancer
67cd9cf6fcf63b6ab8f21390,0,a,26,2,4,refer,K,F,B,a person crouching
67cd9cf6fcf63b6ab8f21390,0,a,27,2,1,refer,F,I,C,yoga
67cd9cf6fcf63b6ab8f21390,0,a,28,4,0,social,I,D,A,priest
67cd9cf6fcf63b6ab8f21390,0,a,29,3,4,social,D,L,C,beggar
67cd9cf6fcf63b6ab8f21390,0,a,30,4,4,social,L,K,C,prayer
67cd9cf6fcf63b6ab8f21390,0,a,31,2,2,social,K,E,B,king
67cd9cf6fcf63b6ab8f21390,0,a,32,4,0,refer,E,H,B,diamond
67cd9cf6fcf63b6ab8f21390,0,a,33,2,8,refer,H,J,C,floating bat
67cd9cf6fcf63b6ab8f21390,0,a,34,4,8,social,J,H,B,listener
67cd9cf6fcf63b6ab8f21390,0,a,35,1,4,refer,H,F,B,critical thinker
67cd9cf6fcf63b6ab8f21390,0,a,36,2,2,refer,F,E,B,guilt person
67cd9cf6fcf63b6ab8f21390,0,a,37,0,8,refer,E,C,A,swimmer
67cd9cf6fcf63b6ab8f21390,0,a,38,0,2,refer,C,A,A,climber
67cd9cf6fcf63b6ab8f21390,0,a,39,4,8,refer,A,H,B,ready to jump
67cd9cf6fcf63b6ab8f21390,0,a,40,3,4,refer,H,B,A,prayer warrior
67cd9cf6fcf63b6ab8f21390,0,a,41,2,0,refer,B,D,A,father
67cd9cf6fcf63b6ab8f21390,0,a,42,1,0,refer,D,F,B,depressed person
67cd9cf6fcf63b6ab8f21390,0,a,43,1,8,social,F,K,C,servant
67cd9cf6fcf63b6ab8f21390,0,a,44,4,1,social,K,E,B,leader
67cd9cf6fcf63b6ab8f21390,0,a,45,3,8,social,E,I,C,karate master
67cd9cf6fcf63b6ab8f21390,0,a,46,1,2,refer,I,G,B,kungfu master
67cd9cf6fcf63b6ab8f21390,0,a,47,1,8,refer,G,H,B,monk
67cd9cf6fcf63b6ab8f21390,0,a,48,3,2,social,H,G,B,looks like he is spinning
67cd9cf6fcf63b6ab8f21390,0,a,49,3,1,social,G,I,C,gymnast
67cd9cf6fcf63b6ab8f21390,0,a,50,1,1,social,I,G,B,thriller
67cd9cf6fcf63b6ab8f21390,0,a,51,4,1,refer,G,F,B,thinker
67cd9cf6fcf63b6ab8f21390,0,a,52,3,2,refer,F,L,C,waiter
67f02740d233a50f479c4e20,0,a,0,4,2,social,,D,A,Priest
67f02740d233a50f479c4e20,0,a,1,1,16,social,D,E,B,Crazy hat person
67f02740d233a50f479c4e20,0,a,2,1,2,refer,E,F,B,Sad guy
67f02740d233a50f479c4e20,0,a,3,1,16,refer,F,B,A,Mouse head
67f02740d233a50f479c4e20,0,a,4,3,0,refer,B,G,B,Horsee
67f02740d233a50f479c4e20,0,a,5,3,16,social,G,H,B,The innocent guy.
67f02740d233a50f479c4e20,0,a,6,3,8,refer,H,C,A,"Guy with outstretched arms, one on the right and one on the left."
67f02740d233a50f479c4e20,0,a,7,2,1,social,C,A,A,Triller.
67f02740d233a50f479c4e20,0,a,8,4,16,refer,A,B,A,Square head with a triangle hanging to the right.
67f02740d233a50f479c4e20,0,a,9,1,4,refer,B,E,B,Head looking like a windmill on a hill.
67f02740d233a50f479c4e20,0,a,10,2,0,social,E,D,A,The priest.
67f02740d233a50f479c4e20,0,a,11,1,0,social,D,C,A,The Italian.
67f02740d233a50f479c4e20,0,a,12,4,8,refer,C,L,C,"Knees bent to the right in a > shape, not completely kneeling. Appears to be meditating."
67f02740d233a50f479c4e20,0,a,13,1,1,refer,L,F,B,Sitting down facing to the left. Appears sad.
67f02740d233a50f479c4e20,0,a,14,3,16,refer,F,E,B,Head like a windmill on a hill.
67f02740d233a50f479c4e20,0,a,15,1,8,social,E,I,C,One leg lifted up to the right. Hands facing the left. The other leg straight on the ground.
67f02740d233a50f479c4e20,0,a,16,1,1,social,I,D,A,Priest
67f02740d233a50f479c4e20,0,a,17,3,2,refer,D,E,B,Head like a windmill on a hill.
67f02740d233a50f479c4e20,0,a,18,0,2,refer,E,F,B,Sitting down facing to the left. Appears sad.
67f02740d233a50f479c4e20,0,a,19,1,0,refer,F,C,A,"Italian. Outstretched arms, one on the right and one on the left."
67f02740d233a50f479c4e20,0,a,20,3,4,social,C,A,A,Triller
67f02740d233a50f479c4e20,0,a,21,0,1,refer,A,E,B,Head like a windmil on a hill
67f02740d233a50f479c4e20,0,a,22,3,0,social,E,C,A,Italian
67f02740d233a50f479c4e20,0,a,23,3,4,refer,C,L,C,Guy facing to the left. Appears to be doing squats. Hands together in a triangular shape like one who is meditating.
67f02740d233a50f479c4e20,0,a,24,4,2,refer,L,C,A,"Outstretched arms, one on the right and one on the left."
67f02740d233a50f479c4e20,0,a,25,1,4,social,C,G,B,Striking a pose. Head appears to be falling off to the left.
67f02740d233a50f479c4e20,0,a,26,2,2,social,G,C,A,Italian with hands oustretched. One to the right and one to the left.
67f02740d233a50f479c4e20,0,a,27,4,16,social,C,D,A,Priest.
67f02740d233a50f479c4e20,0,a,28,4,1,refer,D,H,B,Guy with no hands and a relatively straight back seated looking to the right.
67f02740d233a50f479c4e20,0,a,29,4,8,social,H,G,B,Striking a pose. Head falling off to the left.
67f02740d233a50f479c4e20,0,a,30,3,1,refer,G,F,B,Guy seated facing to the left. Appears sad.
67f02740d233a50f479c4e20,0,a,31,4,0,social,F,C,A,Italian
67f02740d233a50f479c4e20,0,a,32,1,8,refer,C,E,B,Head like a windmill on a hill.
67f02740d233a50f479c4e20,0,a,33,2,8,social,E,F,B,Sad boy
67f02740d233a50f479c4e20,0,a,34,2,4,social,F,G,B,"Striking a pose, head appears to be falling off to the left."
67f02740d233a50f479c4e20,0,a,35,3,1,social,G,C,A,"Italian stretching out arms, one to the right and one to the left."
67f02740d233a50f479c4e20,0,a,36,2,8,refer,C,F,B,"Seated facing to the left with arms under knees, appears sad."
67f02740d233a50f479c4e20,0,a,37,2,2,refer,F,J,C,A diamond as head balanced on a flat surface. Left side is straight.
67f02740d233a50f479c4e20,0,a,38,0,16,refer,J,K,C,Shape of a duck looking right with a diamond on top.
67f02740d233a50f479c4e20,0,a,39,2,16,refer,K,G,B,Striking a pose with head tilted back to the left. Head appears to be falling off to the left.
67f02740d233a50f479c4e20,0,a,40,4,1,social,G,E,B,Crazy hat guy.
67f02740d233a50f479c4e20,0,a,41,4,4,refer,E,C,A,A guy with hands outstretched. One to the right and one to the left.
67f02740d233a50f479c4e20,0,a,42,4,0,refer,C,F,B,"Seated with arms under the knees, facing to the left. Appears sad."
67f02740d233a50f479c4e20,0,a,43,1,2,social,F,C,A,Italian.
67f02740d233a50f479c4e20,0,a,44,0,8,refer,C,G,B,Appears to be striking a pose. Head is titled to the left and appears to be falling off.
67f02740d233a50f479c4e20,0,a,45,2,16,social,G,D,A,Priest
67f02740d233a50f479c4e20,0,a,46,3,8,social,D,C,A,Italian
67f02740d233a50f479c4e20,0,a,47,2,1,refer,C,E,B,Head like a windmill on a hill.
67f02740d233a50f479c4e20,0,a,48,2,4,refer,E,L,C,Appears to be doing squats. Facing to the right. Knee slightly bent.
67f02740d233a50f479c4e20,0,a,49,0,4,refer,L,C,A,Outstretched arms. One to the right and one to the left.
67f02740d233a50f479c4e20,0,a,50,4,4,social,C,G,B,Head falling to the left.
67f02740d233a50f479c4e20,0,a,51,3,2,social,G,D,A,Priest
67f02740d233a50f479c4e20,0,a,52,2,0,refer,D,K,C,Kneeling down facing to the right. Appears to be meditating.
664c4e829445321c23a8de52,0,a,0,4,2,refer,,D,A,"Priest, Monk facing left and giving something."
664c4e829445321c23a8de52,0,a,1,3,16,social,D,F,B,Sad boy.
664c4e829445321c23a8de52,0,a,2,1,0,social,F,C,A,Italian.
664c4e829445321c23a8de52,0,a,3,1,1,social,C,H,B,Innocent.
664c4e829445321c23a8de52,0,a,4,3,0,refer,H,J,C,Diamond head with fully straight left back.
664c4e829445321c23a8de52,0,a,5,3,1,social,J,A,A,thriller.
664c4e829445321c23a8de52,0,a,6,2,8,social,A,E,B,crazy head sitting.
664c4e829445321c23a8de52,0,a,7,2,1,refer,E,I,C,Ice skater.
664c4e829445321c23a8de52,0,a,8,1,16,refer,I,B,A,Theres two dancers but the one thats kneeling down.
664c4e829445321c23a8de52,0,a,9,3,4,social,B,G,B,Two dancers but ones leg is drawn out. Yoga
664c4e829445321c23a8de52,0,a,10,2,0,social,G,C,A,Italian
664c4e829445321c23a8de52,0,a,11,3,2,refer,C,L,C,Kneeling giving to the right but SQUATTING.
664c4e829445321c23a8de52,0,a,12,1,2,social,L,K,C,kneeling to the right but extra kick on left.
664c4e829445321c23a8de52,0,a,13,4,0,refer,K,C,A,italian
664c4e829445321c23a8de52,0,a,14,0,4,refer,C,I,C,ice skater.
664c4e829445321c23a8de52,0,a,15,3,8,refer,I,C,A,ghost
664c4e829445321c23a8de52,0,a,16,3,16,refer,C,A,A,"thriller, beast walking left with flag on back."
664c4e829445321c23a8de52,0,a,17,2,2,refer,A,C,A,"ghost, italian."
664c4e829445321c23a8de52,0,a,18,1,0,refer,C,D,A,priest giving left.
664c4e829445321c23a8de52,0,a,19,2,2,social,D,H,B,innocent
664c4e829445321c23a8de52,0,a,20,1,8,social,H,F,B,sad boy
664c4e829445321c23a8de52,0,a,21,2,4,social,F,C,A,italian
664c4e829445321c23a8de52,0,a,22,4,16,refer,C,E,B,scissor hat sitting down.
664c4e829445321c23a8de52,0,a,23,0,8,refer,E,C,A,ghost
664c4e829445321c23a8de52,0,a,24,0,16,refer,C,I,C,ice skater
664c4e829445321c23a8de52,0,a,25,2,4,refer,I,E,B,scissor hat sitting down.
664c4e829445321c23a8de52,0,a,26,4,8,social,E,H,B,innocent
664c4e829445321c23a8de52,0,a,27,4,8,refer,H,C,A,"Italian, ghost"
664c4e829445321c23a8de52,0,a,28,0,1,refer,C,I,C,ice skater
664c4e829445321c23a8de52,0,a,29,1,4,refer,I,F,B,sad boy. sitting facing left.
664c4e829445321c23a8de52,0,a,30,2,16,social,F,D,A,priest
664c4e829445321c23a8de52,0,a,31,3,0,social,D,F,B,sad boy
664c4e829445321c23a8de52,0,a,32,4,4,social,F,H,B,innocent
664c4e829445321c23a8de52,0,a,33,2,0,refer,H,C,A,italian
664c4e829445321c23a8de52,0,a,34,4,4,refer,C,I,C,ice skater
664c4e829445321c23a8de52,0,a,35,1,1,refer,I,D,A,"priest, monk giving left."
664c4e829445321c23a8de52,0,a,36,4,1,social,D,C,A,italian
664c4e829445321c23a8de52,0,a,37,2,8,refer,C,A,A,thriller beast walking left flag on back
664c4e829445321c23a8de52,0,a,38,4,0,social,A,H,B,innocent
664c4e829445321c23a8de52,0,a,39,2,16,refer,H,F,B,"sad boy, monk sitting down facing left."
664c4e829445321c23a8de52,0,a,40,3,2,social,F,D,A,priest
664c4e829445321c23a8de52,0,a,41,3,4,refer,D,C,A,"italian, ghost"
664c4e829445321c23a8de52,0,a,42,3,8,social,C,D,A,priest
664c4e829445321c23a8de52,0,a,43,4,1,refer,D,E,B,scissor head sitting facing right.
664c4e829445321c23a8de52,0,a,44,1,16,social,E,F,B,sad boy
664c4e829445321c23a8de52,0,a,45,4,16,social,F,D,A,"priest, facing left giving."
664c4e829445321c23a8de52,0,a,46,1,2,refer,D,C,A,"italian, ghost"
664c4e829445321c23a8de52,0,a,47,1,4,social,C,F,B,"sad boy, sitting facing left"
664c4e829445321c23a8de52,0,a,48,1,8,refer,F,I,C,ice skater
664c4e829445321c23a8de52,0,a,49,4,2,social,I,C,A,"italian, ghost"
664c4e829445321c23a8de52,0,a,50,2,1,social,C,D,A,"priest, giving left"
664c4e829445321c23a8de52,0,a,51,0,2,refer,D,J,C,"triangle head, full straight line left."
664c4e829445321c23a8de52,0,a,52,3,1,refer,J,C,A,"italian, ghost."
664055c57b165c38262a8803,0,a,0,1,16,refer,,H,B,"person with no arms and no legs, kind of like a bean bag, with 1 square head, body facing right"
664055c57b165c38262a8803,0,a,1,2,1,refer,H,D,A,"priest like figure, arms out to left"
664055c57b165c38262a8803,0,a,2,4,1,social,D,C,A,"person who looks like theyre flying, has no legs, 2 arms up"
664055c57b165c38262a8803,0,a,3,3,2,refer,C,L,C,"person looking right, pointy arm arm, looks like offering something, flat legs, there are 2 version, a female and male one, this one is male/buffer"
664055c57b165c38262a8803,0,a,4,4,8,social,L,K,C,"person looking right, pointy arm arm, looks like offering something, flat legs, there are 2 version, a female and male one, this one is female/slimmer"
664055c57b165c38262a8803,0,a,5,1,16,social,K,J,C,"very cubey person, right arm point outwards, 1 little stub for leg"
664055c57b165c38262a8803,0,a,6,3,1,social,J,I,C,"this person is facing left, has 1 leg out pointing to the right, standing on 1 leg, 2 spikes coming out out body that are facing left"
664055c57b165c38262a8803,0,a,7,3,4,social,I,E,B,"head looks like it has bunny ears, slumped against a wall with back straight, legs pointing to the right"
664055c57b165c38262a8803,0,a,8,3,0,refer,E,A,A,"this one has a head facing right, 2 legs both pointing left but one is on the ground and the other is in the air, kind of looksl ike they have w ing on their back"
664055c57b165c38262a8803,0,a,9,2,1,social,A,F,B,"this is a bigger person facing to the left, back is flat against the right wall, 1 leg facing left,"
