subject_id,item_id,counterbalance,condition,audience_group,tangram,shared,response.earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,red,C,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,red,L,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,red,B,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,blue,B,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,blue,A,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,blue,B,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,blue,L,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,blue,H,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,red,C,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,red,A,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,red,A,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,red,B,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,blue,C,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,red,D,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,blue,H,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,blue,C,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,red,C,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,blue,H,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,red,C,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,red,B,unique,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,blue,A,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,red,D,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,blue,A,shared,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,red,L,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,blue,D,shared,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,blue,A,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,blue,L,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,blue,L,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,red,L,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,blue,C,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,red,H,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,blue,H,shared,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,red,B,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,red,B,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,red,A,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,blue,B,unique,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,red,A,shared,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,red,C,unique,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,red,A,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,blue,C,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,red,D,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,red,H,shared,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,blue,B,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,blue,D,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,blue,D,shared,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,red,C,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,either refer,blue,H,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,red,H,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,blue,C,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,blue,B,unique,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,red,D,shared,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,red,L,unique,earlier
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one refer,blue,H,shared,later
b9ddfcf3-ce84-4acc-908c-030c70ba6d76,0,b,one social,blue,L,unique,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,blue,C,shared,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,red,A,unique,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,red,L,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,red,H,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,blue,D,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,blue,L,shared,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,blue,H,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,blue,C,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,red,B,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,red,A,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,red,C,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,red,C,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,red,C,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,red,H,unique,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,blue,A,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,blue,H,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,red,H,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,red,D,unique,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,blue,D,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,blue,C,shared,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,blue,B,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,red,A,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,blue,A,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,red,D,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,blue,A,unique,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,red,L,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,blue,H,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,red,D,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,blue,D,unique,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,blue,L,shared,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one social,blue,B,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,red,B,shared,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,red,B,shared,later
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,one refer,blue,B,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,blue,L,shared,earlier
f8cf38ed-47d2-4f27-8778-972e1317e1a4,0,a,either refer,red,L,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,blue,L,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,one social,blue,D,unique,later
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,blue,L,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,one social,blue,B,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,blue,B,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,red,H,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one social,blue,A,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,red,A,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,red,D,unique,later
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,blue,A,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,blue,H,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one social,blue,H,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,blue,H,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,red,L,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,red,A,unique,later
463be21e-707c-4564-9362-c091a2096205,0,a,one social,red,A,unique,later
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,red,L,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,one social,red,L,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,one social,blue,C,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one social,red,C,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,one social,red,B,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,blue,D,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one social,red,D,unique,later
463be21e-707c-4564-9362-c091a2096205,0,a,one social,red,H,unique,later
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,red,D,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,red,B,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one social,blue,L,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,blue,C,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,blue,C,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,red,H,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,blue,A,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,either refer,red,C,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,red,C,shared,later
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,blue,B,shared,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,blue,D,unique,earlier
463be21e-707c-4564-9362-c091a2096205,0,a,one refer,red,B,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,blue,B,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,red,C,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,red,D,shared,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,red,A,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,blue,A,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,blue,B,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,blue,H,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,red,B,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,red,B,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,red,H,shared,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,red,L,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,red,D,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,red,H,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,red,D,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,blue,L,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,red,C,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,blue,B,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,red,C,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,blue,H,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,blue,A,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,red,L,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,blue,C,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,red,A,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,red,L,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,blue,D,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,blue,A,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,blue,L,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,blue,L,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,red,B,unique,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,red,A,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,red,H,shared,earlier
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,blue,C,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,blue,D,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one social,blue,C,unique,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,either refer,blue,D,shared,later
0ae2bbe1-1f01-4d2d-b5a6-1875211a0ae6,0,b,one refer,blue,H,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,blue,A,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,red,H,unique,earlier
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,blue,B,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,blue,D,unique,earlier
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,red,C,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,red,B,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,red,H,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,red,B,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,blue,L,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,blue,B,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,red,D,unique,earlier
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,red,C,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,red,A,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,blue,L,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,red,D,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,blue,C,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,red,C,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,blue,D,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,blue,C,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,red,A,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,red,D,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,red,L,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,blue,H,unique,earlier
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,blue,C,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,red,H,unique,earlier
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,blue,H,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,blue,L,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,blue,A,unique,earlier
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,blue,H,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,blue,A,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,red,L,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,red,L,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one refer,blue,D,unique,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,either refer,red,A,unique,earlier
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,red,B,shared,later
98d71364-5d4b-416c-aeb4-f665a97be311,0,a,one social,blue,B,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,blue,A,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,blue,L,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,red,H,shared,earlier
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,blue,C,unique,earlier
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,red,C,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,red,A,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,red,B,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,blue,L,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,blue,B,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,red,H,shared,earlier
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,red,D,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,red,C,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,red,C,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,blue,H,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,blue,A,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,red,B,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,blue,L,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,blue,B,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,blue,D,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,red,B,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,blue,H,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,red,L,unique,earlier
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,blue,C,unique,earlier
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,red,L,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,red,D,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,blue,H,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,blue,A,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,red,D,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,red,A,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,red,H,shared,earlier
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,red,A,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one refer,blue,D,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,blue,D,shared,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,blue,C,unique,earlier
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,one social,red,L,unique,later
7ada0fda-ad75-4b66-82ae-bf3e774d0f61,0,b,either refer,blue,B,unique,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,blue,A,unique,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,red,B,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,blue,C,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,red,A,unique,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,blue,L,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,blue,H,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,red,D,unique,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,red,H,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,red,H,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,red,C,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,blue,H,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,blue,A,unique,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,red,L,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,blue,D,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,red,L,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,blue,B,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,blue,D,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,blue,D,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,red,H,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,red,C,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,red,L,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,red,D,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,blue,B,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,red,A,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,red,A,unique,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,blue,C,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,blue,H,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,blue,A,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,blue,L,shared,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one social,blue,B,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,red,B,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,red,B,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,blue,L,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,blue,C,shared,later
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,one refer,red,D,unique,earlier
6a5ab152-0d85-4706-9dea-d1a0099b5057,0,a,either refer,red,C,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,red,A,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,blue,C,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,blue,C,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,red,B,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,red,D,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,blue,D,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,blue,A,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,red,H,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,blue,H,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,red,B,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,blue,C,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,blue,B,unique,earlier
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,red,L,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,red,D,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,blue,H,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,blue,B,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,red,B,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,red,A,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,blue,L,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,red,L,unique,earlier
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,blue,B,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,blue,A,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,blue,D,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,blue,L,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,red,H,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,blue,H,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,blue,L,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,red,A,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,red,L,unique,earlier
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,blue,A,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,red,H,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,red,D,shared,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one refer,red,C,unique,earlier
43b47783-2086-4f22-827f-cd9c3b111287,0,b,one social,red,C,unique,earlier
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,red,C,unique,later
43b47783-2086-4f22-827f-cd9c3b111287,0,b,either refer,blue,D,shared,later
6bc7faed-d9c9-4fb8-9dcc-a941e5e3e82a,1,b,either refer,blue,F,unique,later
6bc7faed-d9c9-4fb8-9dcc-a941e5e3e82a,1,b,one refer,blue,G,unique,later
6bc7faed-d9c9-4fb8-9dcc-a941e5e3e82a,1,b,either refer,red,F,unique,later
6bc7faed-d9c9-4fb8-9dcc-a941e5e3e82a,1,b,either refer,blue,G,unique,later
