subject_id,item_id,counterbalance,condition,audience_group,tangram,shared,response.earlier
280bc3fa-25b7-4511-9b14-370c7f6618bf,0,b,one refer,blue,B,unique,later
280bc3fa-25b7-4511-9b14-370c7f6618bf,0,b,one social,blue,C,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,red,H,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,red,L,shared,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,blue,D,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,blue,L,shared,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,red,C,shared,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,red,C,shared,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,blue,L,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,blue,A,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,blue,C,shared,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,red,C,shared,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,blue,B,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,blue,H,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,red,D,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,red,A,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,blue,B,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,blue,H,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,blue,L,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,red,D,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,blue,A,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,red,D,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,blue,C,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,red,A,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,red,B,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,blue,H,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,red,B,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,blue,B,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,red,L,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,red,H,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,red,H,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,blue,D,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,blue,D,unique,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,red,B,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,either refer,red,L,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one social,blue,C,shared,later
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,blue,A,unique,earlier
69685d50-69ac-4764-87ef-614560d6de92,0,a,one refer,red,A,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,blue,D,shared,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,red,H,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,red,H,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,blue,A,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,red,A,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,red,L,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,blue,L,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,red,L,unique,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,red,D,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,red,D,shared,later
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,blue,D,shared,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,blue,L,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,blue,B,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,blue,C,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,blue,D,shared,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,either refer,red,B,unique,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one refer,red,H,shared,earlier
c4e9bbeb-9d66-40ab-8692-d303d0248abe,0,b,one social,blue,A,shared,later
