subject_id,item_id,counterbalance,type,goal,audience,audience_group,option1.tangram,option1.shared,option1.earlier,option1.length,option1.group,option1.label,option2.tangram,option2.shared,option2.earlier,option2.length,option2.group,option2.label,response.tangram,response.shared,response.earlier,response.length,response.group,response.label,understood
2f285dc4-e16a-4663-895a-ca753b928333,1,b,main,refer,either,blue,F,unique,earlier,1,blue,"looks like a person sitting facing the left with their knees bent and feet sticking out, head tilted down slightly, like they're curled up in the fetal position, square on top balancing on corner",F,unique,later,1,blue,fetal position,F,unique,earlier,1,blue,"looks like a person sitting facing the left with their knees bent and feet sticking out, head tilted down slightly, like they're curled up in the fetal position, square on top balancing on corner",yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,main,social,one,red,I,shared,earlier,18,red,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,shared,later,2,red,ice skater,I,shared,later,2,red,ice skater,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,main,refer,either,red,F,unique,earlier,23,red,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",F,unique,later,1,red,sad,F,unique,earlier,23,red,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,baseline,social,one,blue,K,unique,later,3,red,on their knees,K,unique,later,1,blue,duck,K,unique,later,3,red,on their knees,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,main,refer,one,red,K,unique,earlier,85,red,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,unique,later,3,red,on their knees,K,unique,later,3,red,on their knees,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,baseline,social,one,red,F,unique,later,1,red,sad,F,unique,later,1,blue,fetal position,F,unique,later,1,red,sad,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,main,refer,one,red,I,shared,earlier,18,red,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,shared,later,2,red,ice skater,I,shared,later,2,red,ice skater,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,main,social,one,red,J,shared,earlier,48,red,"The person has his/her foot pointing to the right, his hand is also pointed to the right, the left side of his body is completely straight from top to bottom, there is just one box on top as the head and the head is a diamond shape",J,shared,later,2,red,fat guy,J,shared,later,2,red,fat guy,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,baseline,refer,one,blue,I,shared,later,2,blue,ice skater,I,,later,1,unseen,ballerina,I,shared,later,2,blue,ice skater,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,baseline,refer,one,red,I,shared,later,2,red,ice skater,I,,later,1,unseen,ballerina,I,shared,later,2,red,ice skater,yes
2f285dc4-e16a-4663-895a-ca753b928333,1,b,baseline,refer,one,red,J,shared,later,2,red,fat guy,J,,later,2,unseen,large cube,J,shared,later,2,red,fat guy,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,blue,I,shared,earlier,28,blue,"standing on one leg with the other leg high in the air, facing left, hands outstretched to the left, the leg in the air is on the right",I,shared,later,2,blue,ice skater,I,shared,later,2,blue,ice skater,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,blue,K,unique,earlier,32,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",K,unique,later,1,blue,duck,K,unique,earlier,32,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,blue,G,unique,earlier,39,blue,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",G,unique,later,3,blue,strike a pose,G,unique,earlier,39,blue,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,red,J,shared,earlier,48,red,"The person has his/her foot pointing to the right, his hand is also pointed to the right, the left side of his body is completely straight from top to bottom, there is just one box on top as the head and the head is a diamond shape",J,shared,later,2,red,fat guy,J,shared,later,2,red,fat guy,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,blue,K,unique,earlier,32,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",K,unique,later,1,blue,duck,K,unique,earlier,32,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,blue,J,shared,earlier,17,blue,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,shared,later,2,blue,fat guy,J,shared,earlier,17,blue,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,red,K,unique,earlier,85,red,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,unique,later,3,red,on their knees,K,unique,earlier,85,red,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,one,red,E,shared,later,2,red,bunny ears,E,,later,1,unseen,windmill,E,shared,later,2,red,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,red,I,shared,earlier,18,red,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,shared,later,2,red,ice skater,I,shared,later,2,red,ice skater,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,one,blue,J,shared,later,2,blue,fat guy,J,,later,2,unseen,large cube,J,shared,later,2,blue,fat guy,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,red,E,shared,earlier,2,red,bunny ears,E,shared,later,2,red,bunny ears,E,shared,earlier,2,red,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,blue,F,unique,earlier,1,blue,"looks like a person sitting facing the left with their knees bent and feet sticking out, head tilted down slightly, like they're curled up in the fetal position, square on top balancing on corner",F,unique,later,1,blue,fetal position,F,unique,later,1,blue,fetal position,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,red,E,shared,earlier,2,red,bunny ears,E,shared,later,2,red,bunny ears,E,shared,later,2,red,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,blue,F,unique,earlier,1,blue,"looks like a person sitting facing the left with their knees bent and feet sticking out, head tilted down slightly, like they're curled up in the fetal position, square on top balancing on corner",F,unique,later,1,blue,fetal position,F,unique,later,1,blue,fetal position,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,red,I,shared,earlier,18,red,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,shared,later,2,red,ice skater,I,shared,later,2,red,ice skater,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,red,G,unique,earlier,21,red,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,unique,later,1,red,leg,G,unique,earlier,21,red,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,social,one,blue,F,unique,later,1,red,sad,F,unique,later,1,blue,fetal position,F,unique,later,1,red,sad,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,blue,E,shared,earlier,27,blue,"The gentleman is lunging forward throwing hands in the air, it is difficult to make out, also looks like a rabbit with head down and big ears",E,shared,later,2,blue,bunny ears,E,shared,later,2,blue,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,blue,E,shared,earlier,27,blue,"The gentleman is lunging forward throwing hands in the air, it is difficult to make out, also looks like a rabbit with head down and big ears",E,shared,later,2,blue,bunny ears,E,shared,later,2,blue,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,blue,J,shared,earlier,17,blue,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,shared,later,2,blue,fat guy,J,shared,earlier,17,blue,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,social,one,red,G,unique,later,1,red,leg,G,unique,later,3,blue,strike a pose,G,unique,later,1,red,leg,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,one,red,I,shared,later,2,red,ice skater,I,,later,1,unseen,ballerina,I,shared,later,2,red,ice skater,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,blue,E,shared,earlier,27,blue,"The gentleman is lunging forward throwing hands in the air, it is difficult to make out, also looks like a rabbit with head down and big ears",E,shared,later,2,blue,bunny ears,E,shared,later,2,blue,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,blue,G,unique,earlier,39,blue,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",G,unique,later,3,blue,strike a pose,G,unique,later,3,blue,strike a pose,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,red,G,unique,earlier,21,red,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,unique,later,1,red,leg,G,unique,earlier,21,red,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,social,one,blue,K,unique,later,3,red,on their knees,K,unique,later,1,blue,duck,K,unique,later,1,blue,duck,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,red,E,shared,earlier,2,red,bunny ears,E,shared,later,2,red,bunny ears,E,shared,later,2,red,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,social,one,red,F,unique,later,1,red,sad,F,unique,later,1,blue,fetal position,F,unique,later,1,blue,fetal position,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,blue,J,shared,earlier,17,blue,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",J,shared,later,2,blue,fat guy,J,shared,earlier,17,blue,"it looks like a fat man sticking his arm out for a bus, left side entirely flat",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,red,F,unique,earlier,23,red,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",F,unique,later,1,red,sad,F,unique,later,1,red,sad,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,one,blue,I,shared,later,2,blue,ice skater,I,,later,1,unseen,ballerina,I,shared,later,2,blue,ice skater,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,red,K,unique,earlier,85,red,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,unique,later,3,red,on their knees,K,unique,later,3,red,on their knees,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,red,K,unique,earlier,85,red,"this one is a slim one like a person standing again, but it has a big white triangle on the right side, and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,unique,later,3,red,on their knees,K,unique,later,3,red,on their knees,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,blue,I,shared,earlier,28,blue,"standing on one leg with the other leg high in the air, facing left, hands outstretched to the left, the leg in the air is on the right",I,shared,later,2,blue,ice skater,I,shared,earlier,28,blue,"standing on one leg with the other leg high in the air, facing left, hands outstretched to the left, the leg in the air is on the right",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,red,F,unique,earlier,23,red,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",F,unique,later,1,red,sad,F,unique,later,1,red,sad,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,one,blue,E,shared,later,2,blue,bunny ears,E,,later,1,unseen,windmill,E,shared,later,2,blue,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,blue,K,unique,earlier,32,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, like a duck looking right with a diamond on top",K,unique,later,1,blue,duck,K,unique,later,1,blue,duck,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,red,J,shared,earlier,48,red,"The person has his/her foot pointing to the right, his hand is also pointed to the right, the left side of his body is completely straight from top to bottom, there is just one box on top as the head and the head is a diamond shape",J,shared,later,2,red,fat guy,J,shared,later,2,red,fat guy,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,blue,I,shared,earlier,28,blue,"standing on one leg with the other leg high in the air, facing left, hands outstretched to the left, the leg in the air is on the right",I,shared,later,2,blue,ice skater,I,shared,later,2,blue,ice skater,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,blue,G,unique,earlier,39,blue,"this looks like it's striking a pose or something, one foot outstretched behind him and the other close in front, facing right, one hand kind of up in the air by the head, head tilted back to the left",G,unique,later,3,blue,strike a pose,G,unique,later,3,blue,strike a pose,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,red,J,shared,earlier,48,red,"The person has his/her foot pointing to the right, his hand is also pointed to the right, the left side of his body is completely straight from top to bottom, there is just one box on top as the head and the head is a diamond shape",J,shared,later,2,red,fat guy,J,shared,later,2,red,fat guy,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,social,one,blue,G,unique,later,1,red,leg,G,unique,later,3,blue,strike a pose,G,unique,later,3,blue,strike a pose,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,one,blue,F,unique,earlier,1,blue,"looks like a person sitting facing the left with their knees bent and feet sticking out, head tilted down slightly, like they're curled up in the fetal position, square on top balancing on corner",F,unique,later,1,blue,fetal position,F,unique,later,1,blue,fetal position,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,social,one,red,G,unique,earlier,21,red,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,unique,later,1,red,leg,G,unique,earlier,21,red,"arm stretched out facing above, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,either,,J,shared,later,2,blue,fat guy,J,,later,2,unseen,large cube,J,shared,later,2,blue,fat guy,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,either,,E,shared,later,2,blue,bunny ears,E,,later,1,unseen,windmill,E,shared,later,2,blue,bunny ears,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,either,,I,shared,later,2,blue,ice skater,I,,later,1,unseen,ballerina,I,shared,later,2,blue,ice skater,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,red,I,shared,earlier,18,red,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",I,shared,later,2,red,ice skater,I,shared,earlier,18,red,"man standing on one leg, the other behind him, two arms out but apart, like it's ice skating",yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,social,one,red,K,unique,later,3,red,on their knees,K,unique,later,1,blue,duck,K,unique,later,3,red,on their knees,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,baseline,refer,one,red,J,shared,later,2,red,fat guy,J,,later,2,unseen,large cube,J,shared,later,2,red,fat guy,yes
c06c1c25-feca-4a7d-81ab-67f82f3209d0,1,b,main,refer,either,red,F,unique,earlier,23,red,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",F,unique,later,1,red,sad,F,unique,earlier,23,red,"Person sitting down, facing the left, kind of like he's looking down, foot is facing left, knees kind of make a triangle shape",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,blue,G,shared,earlier,28,blue,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,shared,later,1,blue,leg,G,shared,earlier,28,blue,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,blue,C,unique,earlier,35,blue,"looks like falling over, diamond face, arms raised, falling to the left, no feet, larger gap between face and arm on the right side compared to the left side, block body, looks like slanted Y",C,unique,later,1,blue,Y,C,unique,earlier,35,blue,"looks like falling over, diamond face, arms raised, falling to the left, no feet, larger gap between face and arm on the right side compared to the left side, block body, looks like slanted Y",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,blue,I,shared,earlier,20,blue,"picture looks like it has 2 hands going forward, standing on one leg and kicking the right leg out back",I,shared,later,2,blue,ice skater,I,shared,earlier,20,blue,"picture looks like it has 2 hands going forward, standing on one leg and kicking the right leg out back",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,refer,either,,A,shared,later,1,blue,zombie,A,,later,1,unseen,thriller,A,shared,later,1,blue,zombie,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,blue,G,shared,earlier,28,blue,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,shared,later,1,blue,leg,G,shared,earlier,28,blue,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,blue,E,unique,earlier,11,blue,"sitting down, facing right, with the hat thing on its head",E,unique,later,3,blue,crazy hat person,E,unique,later,3,blue,crazy hat person,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,red,G,shared,earlier,79,red,"It looks like a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, kneeling, the left side of the leg is on the ground, hand is on the top right, only 1 hand visible, triangle with the right angle on the bottom left",G,shared,later,1,red,leg,G,shared,later,1,red,leg,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,red,C,unique,earlier,40,red,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",C,unique,later,2,red,falling guy,C,unique,earlier,40,red,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,red,C,unique,earlier,40,red,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",C,unique,later,2,red,falling guy,C,unique,earlier,40,red,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,refer,one,blue,I,shared,later,2,blue,ice skater,I,,later,2,unseen,yoga guy,I,shared,later,2,blue,ice skater,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,refer,one,red,G,shared,later,1,red,leg,G,,later,1,unseen,dog,G,shared,later,1,red,leg,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,refer,one,blue,A,shared,later,1,blue,zombie,A,,later,1,unseen,thriller,A,shared,later,1,blue,zombie,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,refer,either,,G,shared,later,1,blue,leg,G,,later,1,unseen,dog,G,shared,later,1,blue,leg,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,blue,A,shared,earlier,26,blue,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,shared,later,1,blue,zombie,A,shared,earlier,26,blue,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,red,A,shared,earlier,11,red,The picture looks like it's carrying a flag over its shoulder,A,shared,later,1,red,zombie,A,shared,later,1,red,zombie,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,blue,E,unique,earlier,11,blue,"sitting down, facing right, with the hat thing on its head",E,unique,later,3,blue,crazy hat person,E,unique,later,3,blue,crazy hat person,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,red,I,shared,earlier,13,red,"ice skating one, square head balancing, two triangle arms pointing to the left",I,shared,later,2,red,ice skater,I,shared,earlier,13,red,"ice skating one, square head balancing, two triangle arms pointing to the left",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,blue,G,shared,earlier,28,blue,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",G,shared,later,1,blue,leg,G,shared,earlier,28,blue,"arms stretched out facing above, like it's holding something above its head, sort of kneeling, body looks like a parallelogram with one leg in front and one behind",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,social,one,red,C,unique,later,2,red,falling guy,C,unique,later,1,blue,Y,C,unique,later,1,blue,Y,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,refer,one,red,I,shared,later,2,red,ice skater,I,,later,2,unseen,yoga guy,I,shared,later,2,red,ice skater,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,red,K,unique,earlier,87,red,"this one is a slim one like a person standing again, but it has a big white triangle on the right side and a white small parallelogram shape cut out of the left side, two black triangles sticking out of the right side, and the left side is flat at the bottom half, and then there's the white small shape cut out of the left side, the parallelogram, there's a right angle triangle in the bottom left of the shape, the black shapes make a right angle",K,unique,later,3,red,on their knees,K,unique,later,3,red,on their knees,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,social,one,blue,C,unique,later,2,red,falling guy,C,unique,later,1,blue,Y,C,unique,later,1,blue,Y,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,red,I,shared,earlier,13,red,"ice skating one, square head balancing, two triangle arms pointing to the left",I,shared,later,2,red,ice skater,I,shared,earlier,13,red,"ice skating one, square head balancing, two triangle arms pointing to the left",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,blue,K,unique,earlier,25,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, looks like a duck looking right with a diamond on top",K,unique,later,1,blue,duck,K,unique,earlier,25,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, looks like a duck looking right with a diamond on top",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,red,A,shared,earlier,11,red,The picture looks like it's carrying a flag over its shoulder,A,shared,later,1,red,zombie,A,shared,later,1,red,zombie,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,social,one,red,E,unique,later,2,red,bunny ears,E,unique,later,3,blue,crazy hat person,E,unique,later,2,red,bunny ears,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,red,E,unique,earlier,26,red,"its like a rabbit looking right, his head is kind of square, and the body is two triangle, it's lying down, two triangle ears on top",E,unique,later,2,red,bunny ears,E,unique,later,2,red,bunny ears,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,blue,K,unique,earlier,25,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, looks like a duck looking right with a diamond on top",K,unique,later,1,blue,duck,K,unique,later,1,blue,duck,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,refer,either,,I,shared,later,2,blue,ice skater,I,,later,2,unseen,yoga guy,I,shared,later,2,blue,ice skater,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,red,A,shared,earlier,11,red,The picture looks like it's carrying a flag over its shoulder,A,shared,later,1,red,zombie,A,shared,later,1,red,zombie,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,either,blue,A,shared,earlier,26,blue,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,shared,later,1,blue,zombie,A,shared,later,1,blue,zombie,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,red,G,shared,earlier,79,red,"It looks like a person looking up and to the right, one leg is on the bottom right, the one on the left is flat on the ground, only one hand is visible, pointing to the top right, no hair or ears, square/head is on the left side, kneeling, the left side of the leg is on the ground, hand is on the top right, only 1 hand visible, triangle with the right angle on the bottom left",G,shared,later,1,red,leg,G,shared,later,1,red,leg,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,blue,A,shared,earlier,26,blue,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",A,shared,later,1,blue,zombie,A,shared,earlier,26,blue,"this one has one foot in the air like it's walking, and one foot planted firmly on the ground, with a diamond on the right side",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,red,C,unique,earlier,40,red,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",C,unique,later,2,red,falling guy,C,unique,earlier,40,red,"it's like an angel flying, it's like a rhombus with a diamond in the top corners and a diamond for the head, so it looks like a guy with wings, leaning left, arms above the head, tilted to the left",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,blue,K,unique,earlier,25,blue,"it's a diamond on a diamond with a triangle out to the right, there is a right angled triangle to the left, looks like a duck looking right with a diamond on top",K,unique,later,1,blue,duck,K,unique,later,1,blue,duck,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,social,one,red,K,unique,later,3,red,on their knees,K,unique,later,1,blue,duck,K,unique,later,3,red,on their knees,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,baseline,social,one,blue,K,unique,later,3,red,on their knees,K,unique,later,1,blue,duck,K,unique,later,3,red,on their knees,yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,refer,one,red,I,shared,earlier,13,red,"ice skating one, square head balancing, two triangle arms pointing to the left",I,shared,later,2,red,ice skater,I,shared,earlier,13,red,"ice skating one, square head balancing, two triangle arms pointing to the left",yes
84740b4f-4e81-4706-afad-55e19db5084b,2,b,main,social,one,blue,I,shared,earlier,20,blue,"picture looks like it has 2 hands going forward, standing on one leg and kicking the right leg out back",I,shared,later,2,blue,ice skater,I,shared,later,2,blue,ice skater,yes
