subject_id,item_id,counterbalance,condition,goal,audience,audience_group,tangram,shared,response.earlier
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,blue,C,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,blue,C,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,red,B,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,red,D,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,blue,D,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,blue,A,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,red,H,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,blue,H,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,red,B,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,blue,C,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,blue,B,unique,earlier
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,red,L,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,red,D,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,blue,H,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,blue,B,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,red,B,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,red,A,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,blue,L,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,red,L,unique,earlier
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,blue,B,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,blue,A,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,blue,D,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,blue,L,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,red,H,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,blue,H,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,blue,L,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,red,A,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,red,L,unique,earlier
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,blue,A,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,red,H,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,red,D,shared,later
10798241-0948-405b-b547-1350e5691e5f,0,b,one refer,refer,one,red,C,unique,earlier
10798241-0948-405b-b547-1350e5691e5f,0,b,one social,social,one,red,C,unique,earlier
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,red,C,unique,later
10798241-0948-405b-b547-1350e5691e5f,0,b,either refer,refer,either,blue,D,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,blue,F,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,blue,G,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,red,F,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,blue,G,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,blue,J,shared,earlier
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,red,K,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,blue,F,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,blue,K,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,red,J,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,red,E,shared,earlier
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,red,E,shared,earlier
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,red,F,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,red,G,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,blue,K,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,red,J,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,blue,E,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,red,G,unique,earlier
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,red,I,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,blue,I,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,red,F,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,red,K,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,blue,K,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,blue,F,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,red,K,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,blue,I,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,red,J,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,red,G,unique,earlier
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,blue,J,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,red,I,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,blue,I,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,red,I,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,red,E,shared,earlier
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,blue,E,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one social,social,one,blue,G,unique,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,either refer,refer,either,blue,E,shared,later
e77dc3fa-647e-4ab7-9d82-564fae808a9c,1,b,one refer,refer,one,blue,J,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,red,K,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,red,F,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,red,J,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,blue,I,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,blue,G,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,blue,E,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,red,I,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,blue,K,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,blue,F,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,blue,K,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,blue,K,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,red,K,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,red,J,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,red,F,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,blue,J,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,red,I,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,blue,G,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,red,G,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,blue,J,unique,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,red,I,unique,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,red,F,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,red,K,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,blue,I,unique,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,blue,F,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,blue,G,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,red,E,unique,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,blue,E,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,blue,J,unique,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,red,G,shared,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,red,E,unique,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,red,J,unique,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one refer,refer,one,blue,F,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,blue,E,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,red,E,unique,later
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,either refer,refer,either,red,G,shared,earlier
60b7f17a-f1e4-4dd6-9a9e-01d7dff1f713,1,a,one social,social,one,blue,I,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,blue,I,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,red,K,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,red,J,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,red,F,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,red,I,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,blue,F,shared,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,red,K,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,blue,G,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,blue,K,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,red,E,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,blue,E,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,red,F,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,red,I,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,red,G,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,red,E,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,red,J,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,blue,J,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,red,K,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,blue,K,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,blue,K,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,red,F,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,blue,G,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,red,I,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,blue,J,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,blue,I,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,blue,E,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,blue,I,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,red,G,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,red,E,unique,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,red,G,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,blue,E,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one refer,refer,one,blue,F,shared,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,blue,J,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,red,J,unique,later
63248608-612d-4894-bd90-daa25baf74ee,1,a,either refer,refer,either,blue,F,shared,earlier
63248608-612d-4894-bd90-daa25baf74ee,1,a,one social,social,one,blue,G,shared,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,blue,K,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,red,I,shared,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,blue,E,shared,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,blue,J,shared,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,red,E,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,blue,J,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,blue,G,unique,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,blue,I,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,red,G,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,red,F,unique,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,red,I,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,blue,G,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,red,J,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,red,G,unique,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,red,K,unique,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,red,K,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,blue,F,unique,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,red,I,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,blue,K,unique,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,red,E,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,red,K,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,blue,J,shared,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,blue,E,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,red,J,shared,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,red,G,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,blue,G,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,blue,I,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,red,F,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,blue,F,unique,later
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,red,F,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,blue,E,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one social,social,one,blue,I,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,red,J,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,either refer,refer,either,blue,F,unique,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,red,E,shared,earlier
b773bc29-d6c5-4919-a92f-df8aca27c81a,1,b,one refer,refer,one,blue,K,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,blue,I,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,red,E,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,blue,J,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,blue,G,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,red,E,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,blue,J,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,blue,E,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,blue,G,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,red,G,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,blue,F,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,red,K,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,blue,K,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,red,I,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,blue,K,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,blue,F,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,blue,E,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,blue,F,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,blue,J,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,red,I,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,blue,G,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,blue,E,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,red,K,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,red,G,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,red,K,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,blue,I,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,red,F,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,red,G,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one social,social,one,red,J,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,red,J,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,red,F,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,red,E,shared,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,red,I,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,blue,K,unique,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,red,F,unique,later
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,either refer,refer,either,red,J,shared,earlier
d67e85f1-d2e4-4774-9b83-af66d9d4e98e,1,b,one refer,refer,one,blue,I,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,blue,K,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,blue,E,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,red,K,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,red,E,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,red,F,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,red,J,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,blue,F,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,blue,J,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,red,I,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,blue,F,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,red,J,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,red,G,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,blue,K,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,red,G,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,blue,K,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,red,G,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,blue,I,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,red,E,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,blue,G,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,blue,I,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,red,F,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,blue,J,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,blue,G,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,red,J,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,blue,F,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,blue,E,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,red,K,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,blue,I,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,blue,G,unique,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,red,I,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,blue,J,shared,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one refer,refer,one,red,I,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,red,E,shared,earlier
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,red,K,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,either refer,refer,either,red,F,unique,later
980d147b-83d5-40c1-9407-ba12c7db56de,1,b,one social,social,one,blue,E,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,blue,K,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,red,E,shared,earlier
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,red,F,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,blue,E,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,blue,E,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,blue,J,shared,earlier
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,red,G,unique,earlier
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,red,E,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,blue,F,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,red,F,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,blue,E,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,red,J,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,red,K,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,red,F,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,blue,J,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,red,K,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,red,J,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,red,I,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,red,G,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,blue,J,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,blue,F,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,blue,K,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,blue,K,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,blue,F,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,red,I,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,red,I,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,blue,G,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,blue,I,shared,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one refer,refer,one,red,G,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,one social,social,one,red,K,unique,later
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,red,E,shared,earlier
449efbc0-28e9-4d01-8d9b-0c09a80865c9,1,b,either refer,refer,either,blue,I,shared,later
