subject_id,item_id,counterbalance,condition,goal,audience,audience_group,tangram,shared,response.earlier
003eb296-748a-41bc-826e-c4197131ad30,0,b,either refer,refer,either,red,A,shared,later
003eb296-748a-41bc-826e-c4197131ad30,0,b,one refer,refer,one,red,B,unique,earlier
003eb296-748a-41bc-826e-c4197131ad30,0,b,one social,social,one,blue,C,unique,later
003eb296-748a-41bc-826e-c4197131ad30,0,b,one refer,refer,one,red,D,shared,later
003eb296-748a-41bc-826e-c4197131ad30,0,b,either refer,refer,either,blue,H,shared,later
003eb296-748a-41bc-826e-c4197131ad30,0,b,one refer,refer,one,blue,C,unique,earlier
003eb296-748a-41bc-826e-c4197131ad30,0,b,either refer,refer,either,red,C,unique,earlier
003eb296-748a-41bc-826e-c4197131ad30,0,b,one social,social,one,blue,H,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,red,C,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,red,B,unique,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,blue,A,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,red,D,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one social,social,one,blue,A,shared,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,red,L,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one social,social,one,blue,D,shared,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,blue,A,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,blue,L,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,blue,L,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,red,L,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,blue,C,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,red,H,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one social,social,one,blue,H,shared,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one social,social,one,red,B,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,red,B,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,red,A,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,blue,B,unique,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one social,social,one,red,A,shared,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,red,C,unique,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,red,A,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,blue,C,unique,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one refer,refer,one,red,D,shared,later
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,one social,social,one,red,H,shared,earlier
9cab8a31-9efd-4f6c-9fb0-90a1f2bf305d,0,b,either refer,refer,either,blue,B,unique,earlier
